@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
-0.17,-0.42,-0.51,-0.36,-0.38,-0.69,-0.07,0.11,-0.23,-0.45,-0.2,0.31,-0.15,-0.25,-0.03,0.16,0.12,0.24,-1,0.16,-0.34,0.24,0.26,0.24,0.11,0.6,0.37,0.39,0.07,0.14,-0.03,0.21,-0.38,-0.15,0.08,0.25,0.2,0.21,0.21,0.31,0.23,0.15,0.18,1.01,0.03,-0.07,0.11,-0.43,-0.42,-0.43,-0.71,-0.1,-0.27,0.14,0.06,0.23,-0.09,-0.12,-0.29,-1.64,-2.64,-1.89,-1.18,-1.06,0.39,0.04,-0.67,-1.32,-0.67,-0.38,-2,-2.18,0.07,-0.25,0.06,-0.25,-0.56,-1.74,-2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39,0.07,0.31,0.08,0.3,?,0.42,0.21,0.24,0.1,0.16,0.25,0.29,0.11,0.43,0.25,0.5,-0.06,-1.18,-0.49,-0.12,0.68,0.66,0.9,0.71,0.54,0.28,0.33,0.28,0.01,-0.29,-0.01,-0.51,-0.49,-0.32,-0.14,0.01,-0.2,-0.23,-0.3,-0.47,-0.29,-0.17,-1.25,-0.47,-0.71,-0.71,-0.27,-1.12,-0.84,-1.64,-1.51,-1.32,-0.29,-0.86,-0.23,-2.32,-2.18,?,-0.36,-1.89,-1.56,-0.56,-0.67,0.49,-1.79,-0.36,-1.03,-0.09,-0.45,-0.42,-0.64,0.08,-0.15,-0.01,-0.92,-0.71,-2.18,-2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28,-0.29,-0.15,-0.3,-0.27,-0.3,0.04,-0.09,?,-0.09,-0.14,-0.14,0.2,-0.14,0.14,-0.07,-0.45,0.04,-0.49,-0.09,0.16,0.46,0.51,0.4,0.49,0.25,0.25,0.41,0.34,0.03,-0.1,-0.04,-0.51,-0.34,-0.15,0.06,0.18,0.15,0.18,0.08,-0.06,-0.25,0.04,-0.97,-0.22,-0.42,-0.18,0.08,-2.18,-2.47,-2.56,-1.84,-0.97,0.45,-0.42,1.53,-2.74,-2.12,-0.3,-1.69,-2.25,-1.74,-0.97,-0.69,0.31,-0.22,-0.69,-1.25,-0.09,-0.27,-0.38,-1.43,0.07,-0.42,-0.03,-0.79,-0.84,-1.69,-2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,-0.51,0.11,0.11,0.24,-0.22,0.24,-0.09,0.29,0.06,0.34,-0.03,0.34,?,0.54,0.11,0.45,0.2,0.37,-0.01,0.28,0.65,0.71,0.78,-0.14,0.52,0.48,0.53,0.36,0.44,0.19,0.08,-0.17,0.21,0.31,0.43,0.46,0.44,0.49,0.32,0.41,0.23,0.42,0.18,0.28,0.2,0.2,0.03,-2.12,-2.12,-2.4,-1.4,-0.67,0.25,-0.25,1.62,-3.06,-3.18,-0.22,-0.81,-2.06,-1.64,-1.18,-0.89,0.69,0.08,-0.49,-1.25,-0.45,-0.42,-0.03,-1.56,0.16,0.32,0.1,-0.07,-0.17,-1.79,-2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,-0.27,-0.12,-0.45,-0.14,-0.45,0.18,-0.34,0.01,-0.12,0.12,-0.2,0.04,-0.29,0.2,-0.15,0.23,-0.17,-0.71,-0.38,0.11,0.87,0.93,0.6,0.38,0.42,0.43,0.46,0.21,0.38,0.11,0.07,-0.04,0.04,0.26,0.31,0.53,0.57,0.51,0.52,0.43,0.12,0.44,0.78,0.34,0.23,0.36,-0.12,-1.6,-1.51,-1.51,-1.09,-0.79,0.14,-0.12,0.77,-2.4,-2.47,-0.58,-1.89,-2.84,-1.56,-0.56,-0.94,0.41,-0.12,-0.64,-0.92,-0.3,-0.38,-0.43,-1.25,0.04,-0.36,-0.14,-0.4,-0.22,-0.71,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17,-0.47,-0.51,-0.36,-0.17,-0.36,-0.03,-0.2,-0.07,-0.36,-0.22,-0.45,-0.01,-0.58,0.01,-0.45,0.11,-0.17,-0.42,-0.56,-0.04,-0.1,0.66,0.59,-0.27,0.15,-0.03,0.06,0.11,-0.06,-0.29,-0.04,0.41,0.21,0.2,0.19,0.18,0.1,-0.32,-0.14,-0.09,0.2,0.1,-0.34,0.04,-0.04,0.04,-0.38,-1.15,-1.06,-1.64,-0.92,-0.58,-0.01,-0.56,0.52,-1.47,-1.4,-0.54,-1.22,-1.69,-1.56,-1.06,-1.12,0.11,-0.04,-0.56,-0.58,-0.64,-0.84,-0.71,-1.06,0.07,-0.12,0.04,-0.4,-0.43,-0.92,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.42,?,-0.17,-0.3,-0.06,-0.01,-0.09,-0.1,-0.04,-0.14,-0.07,-0.09,-0.12,-0.1,-0.03,-0.36,0.06,-1.51,-0.06,0.1,0.19,0.11,0.2,0.12,0.44,0.16,0.51,0.28,0.11,0.18,0.15,0.08,0.06,-0.06,-0.23,-0.25,-0.22,-0.3,-0.23,-0.22,-0.34,-0.45,0.07,-0.4,-0.74,-0.84,-0.25,-0.67,-1.15,-1.89,-0.54,-0.84,0.37,-0.54,0.26,-0.81,-1.4,-0.32,-1.25,-1.56,-0.54,-0.32,0.06,-0.03,-0.42,-0.71,-0.84,-0.03,-0.47,-0.81,-0.86,?,-0.15,-0.22,-0.42,-0.58,-1.51,-2.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.1,-0.09,-0.17,0.07,0.08,0.08,0.18,-0.04,-0.01,0.19,-0.32,-0.07,-0.15,0.11,-0.01,0.39,-0.12,-0.36,0.01,0.12,0.26,0.6,0.14,0.26,0.19,0.01,-0.2,0.15,-0.23,-0.43,-0.49,-0.18,0.24,-0.09,-0.79,-0.84,-0.25,0.08,0.96,-0.81,-1.43,-0.47,0.9,-1,0.28,-2.84,0.01,-1.15,-1.47,-1.69,-1.15,-0.67,0.03,-0.23,0.77,-1.64,-1.29,-0.49,-1.36,-1.51,-1.43,-1.12,-0.43,0.19,0.49,-0.58,-0.86,-0.49,-0.74,-1.51,-2.25,0.14,-0.15,0.15,-0.23,-0.15,-1.47,-1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.18,-0.92,-0.17,-0.4,-0.29,0.18,-0.01,0.23,0.16,-0.12,0.14,-0.15,-0.17,-0.42,0.1,-0.15,?,-0.17,0.07,-0.4,-0.51,0.03,?,-0.22,-0.07,-0.47,-0.38,-0.32,-0.4,-0.32,-0.6,-0.74,0.06,0.04,-0.06,-0.04,-0.07,-1.43,-0.12,-0.3,-0.17,-0.06,-0.18,-0.07,0.12,-0.22,-0.15,-0.62,-0.74,-0.67,-0.97,-0.81,-1,-0.15,-0.67,-0.97,-0.58,-0.42,-0.23,-1.43,-0.32,-0.86,-0.71,-0.09,0.24,0.11,-0.34,-0.4,0.11,-0.15,0.25,0.19,-0.25,-0.09,-0.2,-0.45,-0.42,-1.15,-1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21,0.07,-0.42,-0.03,-0.25,0.45,0.2,0.16,0.01,-0.23,-0.4,-0.22,-0.14,-0.27,-0.47,-0.3,-0.01,-0.03,-0.42,0.07,0.5,-0.14,0.53,0.3,-0.38,-0.06,-1.09,-0.23,0.11,-0.2,-0.06,-0.09,-0.43,0.33,0.32,0.33,0.45,0.33,0.21,0.3,0.01,0.24,0.3,-0.64,0.01,-0.14,-0.04,-0.27,-0.4,-0.6,-0.86,-0.6,-1,-0.01,-0.69,-0.6,-0.84,0.12,0.01,-1.36,-0.51,-0.86,-0.84,0.03,0.08,-0.25,-0.74,-0.64,-0.18,0.12,-0.06,0.67,-0.07,-0.22,0.01,-0.45,-0.56,-0.69,-1.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,-0.06,0.34,0.4,0.57,-0.18,0.26,-0.34,-0.18,-0.23,-0.14,?,0.29,-0.36,-0.15,-0.43,-0.06,-0.23,-0.69,-0.56,-0.74,-0.09,?,0.46,?,0.03,0.29,0.31,-0.07,0.11,-0.07,0.16,0.55,0.2,0.04,0.01,0.19,-0.07,0.36,0.39,0.01,-0.27,-0.2,-1.43,-0.3,-0.42,-0.4,-0.4,-0.34,-0.17,0.25,-0.42,-0.36,-0.22,-0.18,-0.74,-0.69,-0.47,0.29,-0.14,-0.25,0.23,0.21,0.07,0.18,-1.09,0.15,0.4,-0.36,0.07,-0.32,0.18,-0.04,?,0.21,-0.29,-0.15,0.07,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2,-0.34,0.08,-0.15,0.2,-0.23,0.18,0.43,0.06,0.1,0.07,0.18,0.06,-0.14,-0.06,0.03,0.03,0.2,-0.07,-0.58,-0.12,-0.23,-0.18,-0.34,-0.47,-0.27,-0.04,0.07,-0.32,-0.04,-0.34,-0.09,-0.79,-0.56,-0.22,-4.06,-4.64,-3.47,-3.47,-0.23,-0.22,-2.56,-3.32,-0.3,-0.4,-0.47,-0.4,-0.06,-0.25,-0.86,-1.15,-0.14,-1.36,0.33,-0.58,-1.12,0.23,-0.09,-0.22,0.11,0.04,-0.42,0.14,1.15,-0.15,-0.84,-0.09,-0.06,-0.15,-0.42,-0.3,-1,-0.23,-0.1,0.59,-0.2,-0.49,0.26,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.45,-0.64,1.01,1.14,0.45,-0.4,-0.64,0.15,-1.09,0.44,0.04,0.28,0.32,0.03,-0.54,-0.12,-0.6,-0.3,-0.79,-1.29,-0.49,0.06,0.59,0.51,0.4,0.16,-0.07,0.11,-0.4,-0.67,-0.79,-0.43,-0.94,0.58,0.38,-2.56,-3.18,-2.74,-4.64,0.36,0.32,-2.74,-3.47,-1.25,-0.67,-0.62,-0.89,0.01,1.01,1.13,1.49,0.45,0.38,0.46,-0.09,-0.74,2.35,1.83,-0.2,-1.12,-0.79,0.37,-0.14,-0.2,-0.62,-0.42,-0.84,-0.34,-0.4,0.07,-0.23,-0.74,-0.49,-0.49,0.21,-0.51,-0.67,0.21,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17,-0.2,0.21,-0.3,-0.03,-0.27,-0.04,0.14,-0.38,-0.18,-0.49,-0.06,-0.1,-0.25,-0.54,-0.29,-0.32,-0.25,0.06,-0.34,-0.17,0.14,0.07,-0.49,-0.25,-0.62,-0.29,-0.64,-0.49,-0.32,-0.04,-0.06,-0.32,0.1,0.1,-0.38,-0.49,-0.49,-0.42,-0.71,-0.56,-0.34,-0.49,-0.29,-0.54,-0.42,-0.64,-0.03,0.96,-0.23,-0.2,0.41,1.36,1.6,?,1.2,0.28,0.33,0.14,0.7,0.5,0.19,0.14,0.67,-0.71,-0.14,-0.69,-1.84,0.07,0.51,0.64,0.91,-1.6,-0.74,-0.01,-0.79,-0.34,0.56,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
