@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
-0.38,-0.09,-0.04,-0.74,-0.34,-0.67,-0.22,-0.42,-0.12,-0.23,-0.43,-0.58,-0.36,-0.97,-0.51,-0.38,-0.1,-0.38,0.24,-0.67,-0.56,0.03,-0.23,-0.29,-0.38,-0.36,-0.47,-0.64,-0.81,-0.62,-1.36,-0.38,-0.69,-0.34,-0.1,-0.56,-0.56,-0.1,-0.15,1.32,-0.36,-0.56,-0.27,-0.51,-1.09,-0.3,-0.86,-0.07,-0.07,0.6,0.11,-0.89,-1.36,-0.23,-0.45,-1.79,0.61,0.18,-0.12,0.15,0.06,0.01,0.11,0.19,-0.36,-0.45,-0.84,-0.54,-0.4,0.68,-0.51,-0.51,-0.42,-0.56,-0.14,-0.64,-0.69,0.36,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2,0.37,0.06,0.4,0.04,0.43,-0.18,0.21,0.34,0.15,0.23,0.2,0.21,0.28,0.29,0.34,0.07,0.23,-0.03,-0.45,-0.34,-0.58,-0.23,-0.09,0.11,0.2,0.07,0.04,0.03,-0.1,-0.07,0.01,-0.84,?,-0.04,-0.29,-0.54,-0.15,-0.1,0.3,0.36,-0.56,-0.43,1.14,-0.43,-0.38,-0.18,0.01,0.04,-0.14,-0.25,-0.56,-0.6,0.25,-0.36,-1.03,0.57,1.29,-0.18,-0.23,-0.38,-0.64,-0.18,-0.84,-0.07,-0.34,-0.01,-0.12,-0.56,-0.32,-0.81,-1.25,0.23,0.06,0.18,-0.1,-0.25,0.1,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.34,-0.4,-0.14,-0.17,-0.1,-0.06,-0.12,0.1,-0.06,-0.32,0.06,?,-0.1,-0.07,-0.17,0.11,-0.34,-0.18,-0.47,-0.74,-0.45,-0.36,-0.25,-0.22,-0.01,-0.09,-0.17,-0.25,0.01,-0.22,-0.29,-0.15,-0.67,-0.45,-0.04,-0.51,-0.74,-1.74,-0.42,-0.14,-0.01,-0.56,-0.42,0.59,-0.22,-0.42,-0.18,0.07,0.24,0.43,0.52,0.01,0.24,-0.38,-0.23,-0.2,0.03,0.63,-0.34,-0.25,-0.45,-0.45,-0.23,-0.23,-0.25,-0.18,-0.27,-0.54,-0.54,0.48,-0.86,-0.67,-0.03,0.1,0.43,-0.25,-0.42,0.42,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,-0.67,-0.34,-0.38,0.2,0.01,0.51,0.11,?,-0.29,-0.56,-0.49,-0.06,-0.25,0.19,-0.07,0.28,-0.15,-0.64,-0.45,-0.6,-0.62,-0.3,0.03,0.03,0.28,0.28,0.01,0.19,0.21,0.04,-0.27,0.08,0.06,-0.22,-0.36,-0.23,-0.25,-0.17,0.83,-0.36,-0.43,-0.58,0.16,-0.32,-0.09,-0.34,-0.3,0.28,0.69,0.68,0.1,-0.36,-0.3,-0.22,-0.94,1.36,1.31,-0.47,-0.71,-0.56,-0.94,-0.09,-0.6,0.07,-0.25,0.01,0.06,0.03,-0.47,0.06,-0.69,-0.15,-0.25,-0.17,-0.36,-0.18,-0.43,-0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.17,-0.79,-0.94,-0.32,-0.62,-0.29,-0.12,-0.2,-0.03,0.15,-0.22,-0.15,-0.32,-0.29,-0.54,-0.17,-0.54,-0.12,-0.92,-0.23,-0.18,0.01,0.14,-0.06,0.07,0.48,0.1,0.56,0.36,0.23,-0.03,0.36,-0.6,0.8,0.07,0.43,0.34,0.36,0.31,0.18,-0.03,0.46,-0.1,0.34,-0.18,-0.45,-0.51,-0.34,-0.58,-0.56,-0.62,-0.27,-0.34,0.16,0.19,0.9,0.15,-0.03,-0.2,-1.03,-0.67,-0.34,-0.32,-0.09,-0.4,-1.03,-0.32,-0.36,-0.45,-0.92,-0.38,1.32,-0.14,-0.25,-0.42,-0.79,-0.76,-1.36,-1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.03,-0.47,-0.22,-0.42,?,-0.51,-0.69,-0.17,-0.07,-0.43,0.49,-0.15,-0.25,-0.32,0.26,0.37,-0.58,-0.67,-1.51,-0.47,-0.07,0.38,0.52,0.58,0.32,0.44,0.01,-0.25,-0.14,-0.25,-0.42,-0.12,-0.56,-0.3,0.06,0.2,0.33,0.21,0.16,0.11,-0.1,0.01,0.08,-0.09,-0.15,-0.23,-0.15,-0.06,1.74,1.28,0.48,0.84,1.24,0.54,-0.97,-0.2,-0.84,-1.94,-0.12,-1,-1.89,-0.62,-0.14,-0.17,-1.22,-0.71,-0.81,-1.22,-0.07,-0.23,-0.42,-0.64,0.34,0.46,0.15,-0.58,-0.54,-1.56,-1.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.79,-0.84,-0.58,-0.42,-0.1,-0.43,-0.2,-0.23,-0.09,-0.38,-0.49,-0.42,-0.36,-0.3,0.07,-0.38,-0.17,-0.47,-0.62,-0.94,-0.94,-0.43,-0.38,-0.07,-0.15,-0.12,0.03,0.14,-0.42,-0.2,-0.22,-0.47,-0.43,-0.58,-0.03,0.19,0.06,0.01,-0.89,-0.4,0.04,0.01,-0.32,0.15,-0.79,-0.69,-0.76,?,-0.2,?,?,-0.81,?,0.42,?,-0.62,?,?,-0.27,-0.54,-0.67,-0.15,0.29,-0.12,-0.62,-0.67,-0.71,-0.79,-0.17,-0.1,-0.15,0.08,0.06,0.11,0.04,0.01,-0.32,-0.43,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.07,-0.54,-0.79,-0.45,-0.32,-0.22,-0.14,0.01,0.15,-0.27,-0.03,-0.17,0.1,-0.25,-0.03,0.03,-0.4,0.1,-1.15,-0.15,-0.14,0.21,0.52,0.5,0.19,0.06,-0.09,0.07,-0.32,-0.49,-0.49,-0.2,1.13,0.94,0.49,0.29,0.21,0.16,0.24,0.11,-0.12,0.04,0.15,-0.17,-0.23,-0.42,-0.25,-0.17,-1.03,-0.29,-0.84,-0.74,-1,-0.71,-0.56,-0.43,-1.94,-1.03,0.03,-1.4,-0.94,-0.29,-0.14,0.2,-0.22,-0.92,-0.76,-0.84,0.19,0.03,-0.34,0.07,0.31,0.44,0.51,-0.64,-0.64,-0.86,-1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14,-1,-1.03,-1.22,-0.23,-0.47,0.18,-0.06,?,-0.22,?,-0.45,-0.18,-0.67,-0.38,-0.45,-0.15,-0.27,-0.74,-0.43,-0.29,0.21,0.55,0.86,0.03,0.06,?,-0.01,0.14,-0.51,-0.4,?,1.29,1.18,0.64,0.26,0.3,0.23,0.21,0.12,0.11,0.44,0.04,0.75,0.42,0.16,0.61,-0.34,-1.32,-0.92,-1.56,-0.74,-0.56,-0.47,-0.89,-0.03,-2.84,-1.6,-0.51,-2.12,-1.32,-0.6,-1.09,-0.69,0.1,-0.03,-0.74,-0.47,-1,-0.32,-0.58,-0.36,-0.03,-0.38,0.07,-0.76,-0.69,-0.84,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,-0.12,-0.06,-0.27,-0.15,?,-0.01,0.01,-0.18,-0.07,-0.45,-0.25,-0.2,-0.3,-0.17,-0.29,0.18,0.34,-0.04,-0.3,0.26,0.06,0.54,0.19,-0.43,-0.3,-0.54,-0.47,0.16,-0.62,-0.42,-0.56,0.1,0.12,0.46,0.33,0.46,0.39,0.36,0.24,0.38,0.03,0.38,-0.04,0.42,0.16,0.89,-0.58,-1.22,-1.22,-1.51,-1.06,-0.54,-0.45,-0.34,0.49,-1.74,-1.6,-0.51,-0.94,-1.32,-0.92,-0.94,-0.6,0.01,0.41,-0.76,-0.94,-0.62,-0.14,-0.84,-1.36,-0.17,-0.49,-0.22,-0.17,-0.38,-1.25,-1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14,0.06,-0.14,-0.06,-0.12,0.14,-0.04,0.37,0.03,0.2,-0.14,-0.06,?,-0.1,-0.01,?,0.11,0.2,-0.97,0.66,0.15,0.78,1,0.74,0.67,0.73,0.36,0.68,0.46,0.26,0.14,0.23,-0.51,-0.32,-0.22,0.23,0.24,0.18,0.03,0.03,-0.12,-0.32,-0.03,0.42,-0.62,-0.71,-0.69,-0.1,-1.43,-1.6,-2.06,-1.51,-0.25,0.38,-0.58,1.41,-3.06,-3.06,0.03,-1.22,-2.32,-1.32,-0.62,-0.69,0.29,-0.79,-0.54,-1.25,-0.09,-0.34,-0.67,-1.15,0.32,0.23,0.45,-0.12,-0.34,-1.94,-2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.03,-0.01,0.18,0.11,0.34,-0.23,0.48,0.33,-0.09,0.59,-0.06,0.15,0.06,0.61,0.29,0.58,-0.58,-0.74,-0.51,0.19,0.69,0.88,0.44,0.52,0.24,-0.3,-0.18,-0.04,-0.34,-0.67,-0.43,-0.36,-0.01,-0.09,-0.27,-0.47,-0.29,-0.06,0.36,-0.18,-0.4,-0.23,0.86,0.14,-0.18,0.06,0.16,-1.6,-2.12,-2.32,-1.29,-0.36,0.66,-0.15,1.67,-2.56,-2.74,-0.12,-1.56,-2.47,-1.56,-1,-0.81,0.44,0.15,-0.58,-1,0.2,-0.14,-0.74,-1.84,0.33,-0.14,0.07,-0.3,-0.36,-1.32,-1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.15,-0.06,0.11,-0.29,?,-0.34,0.08,0.58,?,0.55,0.01,0.16,0.03,0.31,0.58,0.18,0.26,-0.43,0.26,0.69,0.71,0.36,0.82,0.74,0.58,0.2,0.43,0.45,0.12,-0.01,0.04,-1.09,?,0.04,-0.76,-0.89,0.72,-0.09,0.15,-1.15,-0.79,-0.22,0.1,-0.74,-0.69,-0.47,0.21,-1.09,-1.43,-1.43,-1.09,-0.3,0.44,-0.14,1.14,-2.06,-2.32,-0.36,-1.64,-2.47,-1.69,-1.32,-1.47,0.29,0.74,-0.42,-1.03,-0.2,-0.2,-0.45,-1.74,0.28,0.11,0.29,-0.09,-0.38,-1.06,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09,-0.36,-0.49,-0.3,-0.3,-0.32,-0.09,-0.15,0.11,0.26,0.07,0.08,-0.06,-0.29,-0.06,-0.1,-0.25,-0.01,-0.56,0.08,0.43,0.07,0.19,0.21,-0.01,0.08,-0.06,0.26,0.26,-0.04,-0.1,0.11,0.4,0.31,-0.1,-0.22,0.06,0.1,-0.06,0.59,?,-0.12,-0.22,0.32,-0.03,-0.49,-0.38,-0.17,-1.06,-1.29,-1.79,-1.09,-1.18,0.18,-1.09,-0.56,-1.25,-1.12,-0.22,-0.79,-1.09,-0.69,-0.3,-0.2,-0.34,-0.94,-0.51,-0.86,-0.04,-0.27,-0.4,-0.38,0.23,0.19,0.46,-0.07,-0.3,-0.32,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
