@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
-0.27,-0.27,-0.12,-0.14,-0.01,-0.32,-0.38,-0.42,0.04,-0.34,-0.25,-0.27,0.07,-0.27,-0.18,?,-0.45,-0.18,-0.67,-0.25,-0.27,-0.29,-0.14,-0.23,0.14,0.19,0.04,-0.07,-0.06,-0.23,-0.23,0.01,-0.79,-0.3,0.2,-0.29,-0.49,-0.43,-0.47,0.03,0.04,-0.4,-0.45,-0.45,-0.64,-0.54,-0.51,-0.32,-0.22,-0.51,-0.51,-0.56,-0.42,0.26,-0.81,-0.1,0.11,0.12,-0.17,-0.2,-0.23,0.08,0.01,-0.6,-0.94,-0.62,-0.51,-1,-0.1,0.52,-0.47,-0.2,0.01,0.5,0.39,-0.09,-0.47,-0.43,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
?,-0.36,-0.79,-0.23,-0.06,0.26,-0.43,0.58,0.69,0.34,0.36,0.26,0.16,0.18,-0.15,0.53,0.11,0.41,-0.25,-0.45,-0.03,0.46,0.58,0.59,0.06,-0.07,-0.6,?,-0.07,-0.54,-0.42,-0.34,-0.2,0.33,?,-0.29,-0.67,-0.51,-0.69,0.61,-0.03,-1.15,-0.45,0.38,-0.51,-0.54,-0.56,-0.01,-1.43,-0.89,-1.36,-0.97,-0.14,-1.06,-0.92,0.82,-1.32,-0.64,0.03,-2.12,-0.89,?,-0.69,-0.34,-0.43,-0.23,-1.15,-1.29,-0.34,0.01,-0.38,0.24,0.42,0.18,0.36,-0.76,-1,-1.43,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.56,0.25,-0.17,-0.25,-0.43,0.26,0.31,0.24,0.72,0.01,0.44,0.16,0.19,0.2,0.7,0.07,0.48,-1.32,-0.09,-0.38,0.6,0.4,0.5,0.37,0.61,0.45,0.43,-0.06,0.11,0.56,0.24,-0.3,-0.15,-0.09,0.11,-0.18,-0.17,-0.15,-0.14,0.1,?,0.01,0.63,-0.4,-0.38,-0.34,0.23,-1.29,-1.56,-2.12,-1.09,-1.12,0.25,-0.64,0.59,-2.18,-3.06,0.12,-0.1,-0.67,-1.4,-0.64,-1.74,0.39,-0.4,-0.06,-1.15,0.1,-0.18,-1.15,-1.29,0.24,?,-0.04,-0.64,-0.94,-1.56,-2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31,-0.07,-0.17,-0.04,-0.17,-0.01,0.03,0.12,0.21,-0.17,0.25,-0.2,0.2,-0.22,0.4,0.01,-0.1,-0.01,0.08,-0.07,0.28,0.18,0.62,0.6,0.57,0.7,0.25,0.2,0.16,-0.1,-0.23,-0.18,0.56,0.3,-0.07,-0.3,-0.4,-0.18,-0.2,-0.03,-0.29,-0.32,-0.38,-0.45,-0.47,-0.62,-0.32,-0.3,-1.25,-1.51,-1.79,-0.54,?,0.06,-0.47,1.44,-2.84,-3.47,-0.04,-0.86,-2.32,-1.84,-1,-1.09,0.43,0.25,-0.67,-1.32,0.12,-0.12,-0.38,-1.79,0.1,0.07,0.24,0.15,-0.1,-0.64,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
?,-0.27,-0.22,-0.22,-0.18,-0.2,-0.06,-0.1,-0.15,-0.23,-0.38,-0.32,0.12,-0.34,-0.03,-0.36,0.4,-0.25,-0.43,-0.29,-0.03,0.21,0.4,0.39,-0.22,0.11,-0.23,-0.14,0.25,-0.43,-0.79,-0.36,-1.06,-0.38,-0.25,0.04,0.3,0.11,0.11,0.19,-0.12,-0.27,0.11,-0.54,-0.3,-0.4,-0.18,-0.6,-1.47,-1.84,-2.12,-1.25,-0.79,-0.09,-0.4,1.06,-2.06,-2.84,-0.38,-1,-1.74,-1.64,-0.89,-1.22,-0.1,-0.3,-1.09,-0.92,-0.09,-0.03,-0.56,-0.97,-0.09,-0.15,0.04,-0.43,-0.34,-1.43,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,-0.07,-0.18,-0.03,-0.22,-0.07,-0.2,0.12,?,-0.17,?,-0.09,0.24,0.12,0.24,0.14,-0.12,-0.04,-0.74,-0.04,0.55,0.86,0.82,0.7,0.61,0.79,0.49,0.21,0.28,0.1,0.01,-0.2,-0.64,-0.54,-0.29,0.06,0.04,0.06,-0.12,0.06,-0.15,-0.49,-0.07,-0.58,-0.51,-0.56,-0.45,0.04,-2.06,-2.47,-2.84,-1.89,-0.89,0.69,-0.43,1.57,-3.47,-4.32,0.11,-1.18,-2.32,-1.47,-0.79,-0.42,0.15,-0.54,-0.71,-1.22,-0.03,-0.3,-0.56,-1.29,0.3,0.08,0.26,-0.22,-0.17,-1.36,-2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,-0.43,-0.09,-0.25,0.07,0.15,0.11,-0.2,0.54,-0.09,0.58,-0.2,0.06,?,0.56,0.19,0.49,-0.2,-0.74,-0.2,0.06,0.52,0.59,0.14,0.23,0.3,0.2,-0.15,-0.03,-0.06,-0.36,-0.45,-0.29,0.12,0.37,0.25,0.48,0.67,0.57,0.45,0.32,0.28,0.5,0.07,0.64,0.39,0.57,-0.06,-1.64,-2.32,-2.25,-1.36,-0.56,0.4,0.01,1.53,-2.74,-3.06,-0.84,-1.51,-2.84,-2.47,-1.47,-2.56,0.48,0.52,-0.69,-1.43,-0.1,-0.86,-1.43,-2.47,0.2,0.11,0.06,-0.29,-0.27,-1.84,-2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17,-0.15,-0.51,-0.23,?,-0.29,-0.25,-0.4,-0.14,0.15,-0.29,-0.14,-0.12,-0.2,-0.06,-0.38,-0.12,-0.04,-0.97,-0.04,0.07,0.32,0.41,0.64,0.43,0.59,0.14,0.19,0.28,?,-0.29,-0.07,0.12,-0.49,-0.49,-0.62,-1,-0.27,-0.07,-0.3,-0.23,-0.07,-0.54,0.3,0.69,0.42,0.56,0.04,-1.64,?,-2.56,-1.32,-0.76,0.75,-0.47,0.91,-3.18,-2.47,-0.49,-1.69,-2.4,-1.74,-1.25,-1.36,0.26,0.28,-0.76,-1.29,-0.45,-0.18,-1.09,-1.94,0.24,-0.01,0.26,-0.42,-0.45,-1.51,-2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-0.51,-0.29,-0.25,-0.17,-0.29,-0.04,-0.34,-0.12,0.08,-0.27,0.1,-0.07,-0.18,-0.03,0.01,-0.25,0.03,-1.29,-0.71,-0.23,-0.1,0.12,0.46,0.12,0.24,-0.1,0.24,-0.06,?,-0.25,-0.06,0.3,-0.2,-0.3,-0.23,-0.92,0.99,-0.42,0.12,0.18,-1.18,-0.36,0.51,-1.29,-0.56,-0.89,-0.43,-1.29,-1.64,-2.47,-2.18,-1.89,0.44,-1.12,-0.58,-1.79,-2.18,-0.34,-0.69,-0.6,-1.29,-0.25,-0.67,-0.14,-0.89,-0.6,-0.81,0.5,-0.54,-0.92,-0.74,0.37,0.37,0.11,-0.36,-0.58,-1.29,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14,-0.64,-0.3,-0.45,-0.15,-0.54,0.23,-0.6,-0.27,0.12,-0.34,-0.3,-0.1,-0.22,0.14,-0.23,0.01,-0.23,-1.32,-0.47,-0.32,-0.27,0.3,?,-0.09,0.16,-0.06,-0.04,-0.32,-0.42,-0.4,-0.25,-0.04,-0.15,-0.23,-0.07,0.1,-0.04,-0.04,-0.07,-0.2,-0.34,0.01,-0.49,-0.23,-0.3,-0.25,-0.94,-1.25,-1.6,-1.79,-1.06,-0.76,-0.47,-0.71,0.41,-1.29,-1.51,-1.36,-1,-1.36,-1.29,-0.51,-1.12,-0.22,-0.38,-0.81,-1.25,-0.43,-0.07,-1,-1.22,-0.34,-0.18,0.48,0.03,-0.15,-0.51,-1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.49,-0.17,-0.51,-0.4,-0.71,-0.22,-0.45,-0.47,-0.14,-0.22,-0.32,-0.43,-0.23,-0.62,-0.62,-0.32,-0.4,-0.43,-0.1,0.26,0.14,-0.4,0.07,0.21,0.11,0.15,-0.04,0.14,0.37,-0.09,0.12,0.19,-0.09,0.15,-0.1,-0.22,-0.07,0.2,0.34,0.33,0.14,-0.17,0.07,0.07,-0.07,-0.29,0.06,-0.07,-0.71,-1.22,-1.25,-0.81,-0.92,-0.23,-0.34,-0.22,-1.6,-1,-0.07,-0.45,-0.43,-0.51,-0.49,-0.17,-0.01,-0.12,-0.43,-0.27,-0.3,0.06,-0.32,0.07,-0.12,-0.03,0.01,-0.27,-0.12,-0.1,-0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.06,-0.62,-0.42,-0.4,-0.09,-0.2,0.07,-0.12,-0.15,-0.22,-0.03,-0.36,-0.18,-0.49,-0.01,-0.36,-0.06,-0.27,-0.36,-0.32,-0.27,-0.1,-0.15,-0.25,-0.1,-0.06,-0.29,-0.27,-0.58,-0.34,-0.34,-0.29,0.28,0.21,0.14,0.06,0.21,0.1,0.2,0.19,-0.29,-0.04,0.07,-1.22,-0.2,-0.36,-0.4,-0.58,-0.84,-0.49,-0.62,-0.74,-0.97,-0.81,-0.69,-1.18,-0.76,-0.36,-0.34,-0.86,-0.84,-0.64,-0.17,-0.43,-0.17,-0.94,-0.51,-0.54,-0.17,-0.56,-0.54,-0.12,-0.12,?,0.1,-0.58,-0.38,-1.47,-1.6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14,-0.42,0.01,-0.12,-0.12,-0.32,0.1,-0.38,-0.03,-0.38,-0.14,-0.22,-0.15,-0.38,-0.07,-0.25,-0.09,-0.18,-1.29,-0.47,-0.34,-0.47,0.3,0.38,-0.12,0.38,0.21,0.5,0.25,0.14,-0.81,0.07,0.18,0.28,0.21,0.18,0.19,-0.06,0.06,-0.01,-0.18,-0.07,0.04,-1.64,-0.06,-0.23,-0.17,-0.58,-0.45,-0.62,-1.36,-1.29,-1.36,0.12,-0.97,-1.4,-1.18,-0.89,-0.67,-1.47,-1.94,-1.15,-0.43,-0.06,0.31,-0.45,-0.58,-0.64,-0.67,-0.58,-1.25,-1.29,-0.1,-0.01,-0.38,-0.69,-0.64,-1.32,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.58,0.41,0.1,0.15,-0.1,0.06,-0.36,0.07,-0.18,-0.07,-0.23,?,-0.43,0.07,-0.58,0.24,-0.27,-0.1,-0.45,-0.34,-0.01,0.34,0.4,0.16,0.39,0.2,0.23,0.12,0.24,0.33,0.29,-0.3,-0.09,-0.15,-0.42,-0.64,-0.32,?,0.5,-0.23,-1.06,-0.3,-0.3,-0.51,-0.36,-0.38,-0.4,-1.22,-1.03,-0.97,-0.89,-0.32,0.04,-0.27,0.43,-1.32,-1.12,-0.2,-0.25,-0.45,-0.84,-0.81,-0.32,0.99,0.06,-0.03,0.37,-0.81,0.03,-0.32,0.6,0.01,0.29,-0.12,-0.07,-0.38,-1.18,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
