@relation R_data_frame

@attribute t0_green numeric
@attribute t0_green_bkg numeric
@attribute t0_red numeric
@attribute t0_red_bkg numeric
@attribute t0_flag numeric
@attribute t0Point5_green numeric
@attribute t0Point5_green_bkg numeric
@attribute t0Point5_red numeric
@attribute t0Point5_red_bkg numeric
@attribute t0Point5_flag numeric
@attribute t2_green numeric
@attribute t2_green_bkg numeric
@attribute t2_red numeric
@attribute t2_red_bkg numeric
@attribute t2_flag numeric
@attribute t5_green numeric
@attribute t5_green_bkg numeric
@attribute t5_red numeric
@attribute t5_red_bkg numeric
@attribute t5_flag numeric
@attribute t7_green numeric
@attribute t7_green_bkg numeric
@attribute t7_red numeric
@attribute t7_red_bkg numeric
@attribute t7_flag numeric
@attribute t9_green numeric
@attribute t9_green_bkg numeric
@attribute t9_red numeric
@attribute t9_red_bkg numeric
@attribute t9_flag numeric
@attribute t11Point5_green numeric
@attribute t11Point5_green_bkg numeric
@attribute t11Point5_red numeric
@attribute t11Point5_red_bkg numeric
@attribute t11Point5_flag numeric
@attribute gal_ndt80_green numeric
@attribute gal_ndt80_green_bkg numeric
@attribute gal_ndt80_red numeric
@attribute gal_ndt80_red_bkg numeric
@attribute gal_ndt80_flag numeric
@attribute ndt80_delete_early_green numeric
@attribute ndt80_delete_early_green_bkg numeric
@attribute ndt80_delete_early_red numeric
@attribute ndt80_delete_early_red_bkg numeric
@attribute ndt80_delete_early_flag numeric
@attribute ndt80_delete_mid_green numeric
@attribute ndt80_delete_mid_green_green_bkg numeric
@attribute ndt80_delete_mid_green_red numeric
@attribute ndt80_delete_mid_green_red_bkg numeric
@attribute ndt80_delete_mid_green_flag numeric
@attribute t0_correlation numeric
@attribute t0Point5_correlation numeric
@attribute t2_correlation numeric
@attribute t5_correlation numeric
@attribute t7_correlation numeric
@attribute t9_correlation numeric
@attribute t11Point5_correlation numeric
@attribute ndt80_delete_early_correlation numeric
@attribute ndt80_delete_mid_correlation numeric
@attribute t0_regression numeric
@attribute t0Point5_regression numeric
@attribute t2_regression numeric
@attribute t5_regression numeric
@attribute t7_regression numeric
@attribute t9_regression numeric
@attribute t11Point5_regression numeric
@attribute ndt80_delete_early_regression numeric
@attribute ndt80_delete_mid_regression numeric
@attribute t0_g.r_ratio numeric
@attribute t0Point5_g.r_ratio numeric
@attribute t2_g.r_ratio numeric
@attribute t5_g.r_ratio numeric
@attribute t7_g.r_ratio numeric
@attribute t9_g.r_ratio numeric
@attribute t11Point5_g.r_ratio numeric
@attribute ndt80_delete_early_g.r_ratio numeric
@attribute ndt80_delete_mid_g.r_ratio numeric
@attribute failed_pcr.1 numeric
@attribute failed_pcr.2 string
@attribute failed_pcr.3 string
@attribute failed_pcr.4 numeric
@attribute failed_pcr.5 numeric
@attribute blast_homology_within_genome numeric
@attribute overlaps_another_orf numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.01_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.27_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.33_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_01.25.01_level3 numeric
@attribute class_02.01.01_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.13.05_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.09_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.01_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.01_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.01_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.05_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_32.10.03_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_42.27.03_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
1726,1146,1110,558,0,2524,1190,2196,428,0,1936,1434,2206,875,0,2006,1470,2082,863,0,2109,1371,2206,995,0,1526,1181,1330,866,0,1689,1063,1600,734,0,3184,1126,6472,3221,0,1196,512,3984,416,0,1872,966,3092,482,0,0.811,0.844,0.838,0.874,0.813,0.754,0.913,0.909,0.911,0.844,0.633,0.283,0.349,0.473,0.536,0.654,0.173,0.313,1.05,0.75,0.37,0.43,0.6,0.74,0.72,0.63,0.19,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1987,1089,1414,583,0,2814,1072,3679,460,0,1873,1088,2091,569,0,2537,1363,2522,756,0,3040,1487,5305,1049,0,1735,1210,1717,1023,0,3065,1106,6287,939,0,5390,1567,7908,3950,0,3477,588,3937,417,0,3237,922,2655,440,0,0.769,0.942,0.891,0.939,0.914,0.703,0.606,0.956,0.923,0.871,0.523,0.432,0.626,0.353,1.114,0.332,0.774,0.966,1.08,0.54,0.51,0.66,0.36,0.75,0.36,0.96,0.82,?,'?',yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,1034,950,512,0,1716,1051,2050,399,0,1437,1098,1021,560,0,1803,1339,1588,743,0,1995,1349,4450,1223,0,1312,1114,1334,900,0,1850,947,5028,655,0,1875,1322,4866,3601,0,1111,575,1501,387,0,1133,880,1125,439,0,0.66,0.886,0.813,0.879,0.826,0.185,0.829,0.956,0.858,0.734,0.35,0.627,0.464,0.159,0.062,0.223,0.447,0.277,1.22,0.4,0.73,0.54,0.2,0.45,0.2,0.43,0.48,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,1745,4723,1146,0,5125,1363,4954,590,0,2138,1148,1946,644,0,2603,1538,1924,872,0,4182,1619,7069,1187,0,2390,1558,2673,1219,0,1500,1079,983,656,0,4062,1451,6195,3611,0,1850,678,1923,520,0,1940,979,1063,461,0,0.853,0.928,0.892,0.845,0.9,0.764,0.774,0.923,0.886,0.86,0.79,0.649,0.905,0.369,0.388,0.994,0.723,1.379,0.98,0.86,0.76,1.01,0.43,0.57,1.28,1.01,0.83,?,'?',yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,1273,1772,730,0,2422,1317,3634,596,0,2357,1581,2980,930,0,2569,1456,8001,786,0,2848,1612,17435,1279,0,2487,1476,14607,1152,0,2570,1197,23900,1150,0,1522,950,4653,3074,0,1189,428,4273,323,0,2352,885,12569,419,0,0.882,0.938,0.889,0.897,0.85,0.908,0.934,0.948,0.947,1.063,0.33,0.313,0.128,0.058,0.067,0.057,0.177,0.111,1.11,0.36,0.37,0.15,0.07,0.07,0.06,0.36,0.19,?,'?',yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,1176,1270,633,0,2578,1142,2011,483,0,1852,1123,1287,608,0,2312,1500,1637,811,0,2992,1533,2412,988,0,1345,1108,971,788,0,2950,1162,2763,822,0,5614,1491,4636,3404,0,2309,593,1968,417,0,2001,905,1688,482,0,0.819,0.898,0.877,0.853,0.932,0.224,0.893,0.926,0.96,0.931,0.847,0.886,0.736,0.993,0.286,0.887,1.064,0.847,1.17,0.93,1.07,0.98,1.02,1.29,0.92,3.34,1.1,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,1608,2809,911,0,3841,1386,2869,569,0,2408,1237,1458,647,0,2922,1990,1864,1231,0,4582,2008,2579,1249,0,3274,1655,1764,1213,0,1309,932,687,452,0,5911,1209,5128,3174,0,5520,634,3403,444,0,7399,890,3716,414,0,0.859,0.86,0.857,0.867,0.92,0.82,0.69,0.94,0.962,0.941,1.036,1.156,1.109,1.814,2.281,1.142,1.59,1.889,1.16,1.06,1.44,1.47,1.93,2.93,1.6,2.4,1.65,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,1295,3923,702,0,6126,1452,3499,626,0,3990,1592,2479,969,0,4886,1654,2380,872,0,5231,1569,2755,1026,0,3541,1388,1970,1042,0,5473,1120,3097,813,0,3942,1070,5083,3101,0,3474,481,1974,359,0,6319,957,2452,415,0,0.938,0.929,0.909,0.931,0.944,0.917,0.946,0.929,0.98,0.848,1.52,1.456,2.067,2.081,2.18,1.828,1.741,2.657,0.91,1.62,1.58,2.14,2.11,2.32,1.9,1.44,1.85,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,1146,2602,556,0,3803,1281,2616,619,0,3155,1288,2128,733,0,3645,1489,2172,826,0,5405,1612,4726,1097,1,2015,1200,1531,916,0,4229,1132,3270,799,0,7242,1607,8033,3652,0,3724,613,2659,445,0,3003,893,1558,509,0,0.93,0.93,0.958,0.937,0.963,0.884,0.945,0.942,0.965,1.017,1.258,1.373,1.627,1.099,1.324,1.185,1.308,1.996,0.98,1.26,1.33,1.6,1.04,1.32,1.25,1.28,1.4,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3254,1383,2970,913,0,4752,1187,4822,563,0,3300,1203,3291,650,0,3461,1435,2906,731,0,7023,1745,5643,1145,0,2092,1257,1457,952,0,6217,1188,4793,838,0,4930,1625,6272,3724,0,4504,613,5452,447,0,4791,969,4181,607,0,0.948,0.915,0.85,0.931,0.909,0.886,0.949,0.978,0.637,0.845,0.764,0.78,0.88,1.041,1.595,1.2,0.737,1.314,0.9,0.83,0.79,0.93,1.17,1.65,1.27,1.29,0.77,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,1280,2034,728,0,3377,1150,2331,441,0,2439,1378,1963,774,0,2654,1328,1913,705,0,4574,1635,5157,1259,0,1646,1242,1314,904,0,3914,1331,3584,929,0,6004,1773,8325,4191,0,3054,583,2914,454,0,2250,938,2376,453,0,0.868,0.895,0.897,0.942,0.809,0.741,0.909,0.961,0.965,0.751,1.075,0.807,1.061,0.585,0.753,0.875,0.983,0.652,0.9,1.17,0.89,1.09,0.75,0.98,0.97,1.02,1,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,1334,1675,617,0,2397,1181,1603,450,0,1676,1120,1300,552,0,2141,1494,1454,846,0,2816,1507,2596,961,0,2200,1607,1672,1150,0,1379,1056,940,664,0,1265,503,3367,2717,0,1101,596,1048,433,0,3804,863,3617,432,1,0.815,0.93,0.873,0.793,0.903,0.751,0.77,0.928,0.953,0.916,0.923,0.647,0.879,0.702,0.844,0.965,0.755,0.827,1.16,1.05,0.74,1.06,0.8,1.13,1.17,1.17,0.82,?,'?',yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13123,1766,11643,1118,0,12486,1277,8756,502,0,10969,1251,8720,682,0,9499,1678,9833,1119,0,12593,1929,43265,2417,0,8590,1718,27626,1512,0,6475,1158,20642,954,0,14541,1438,31647,5572,0,5463,621,3808,436,0,6672,944,3721,503,0,0.909,0.937,0.96,0.944,0.925,0.909,0.937,0.95,0.966,0.925,1.271,1.198,0.872,0.272,0.248,0.255,1.328,1.723,1.07,1.35,1.2,0.89,0.26,0.26,0.27,0.5,1.43,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11215,1635,10008,1154,0,15103,1404,6856,465,0,9139,1423,6142,706,0,9360,1876,3814,876,0,32356,2463,8436,1160,0,10197,2038,2880,1273,0,8184,1285,3024,691,0,31152,5426,38476,13847,0,6304,648,2303,436,0,6675,955,1748,447,0,0.922,0.939,0.958,0.96,0.973,0.932,0.957,0.929,0.964,0.999,2.077,1.33,2.46,3.985,4.488,2.916,2.807,4.384,1.08,2.14,1.41,2.54,4.1,5.07,2.95,1.04,3.02,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,1218,1416,614,0,2416,1114,1976,457,0,1869,1150,1720,597,0,2345,1479,2142,819,0,3214,1687,3541,1203,0,1447,1203,1085,835,0,3115,1171,2886,833,0,5604,1660,5615,3738,0,2116,598,3908,422,0,1910,925,2679,480,0,0.84,0.909,0.884,0.898,0.851,0.419,0.913,0.983,0.978,0.966,0.749,0.557,0.589,0.567,0.434,0.853,0.431,0.414,1.16,0.85,0.64,0.65,0.65,0.97,0.94,2.1,0.43,?,'?',no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
